type,id,geometry.type,geometry.coordinates,properties.id,properties.aqhi_type,properties.observation_type,properties.location_name_en,properties.location_name_fr,properties.location_id,properties.observation_datetime,properties.observation_datetime_text_en,properties.observation_datetime_text_fr,properties.aqhi,properties.special_notes_en,properties.special_notes_fr,properties.latest
Feature,AQ_OBS-JCMDB-20260307230000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307230000,AQHI-Observation,amendment,Kitimat,Kitimat,JCMDB,2026-03-07T23:00:00Z,3:00 PM PST Saturday  7 March 2026,3h00 PM HNP samedi  7 mars 2026,1.91,,,False
Feature,AQ_OBS-JCMDB-20260307220000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307220000,AQHI-Observation,amendment,Kitimat,Kitimat,JCMDB,2026-03-07T22:00:00Z,2:00 PM PST Saturday  7 March 2026,2h00 PM HNP samedi  7 mars 2026,2.02,,,False
Feature,AQ_OBS-JCMDB-20260307200000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307200000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T20:00:00Z,12:00 PM PST Saturday  7 March 2026,12h00 PM HNP samedi  7 mars 2026,2.14,,,False
Feature,AQ_OBS-JCMDB-20260307190000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307190000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T19:00:00Z,11:00 AM PST Saturday  7 March 2026,11h00 AM HNP samedi  7 mars 2026,2.06,,,False
Feature,AQ_OBS-JCMDB-20260307180000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307180000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T18:00:00Z,10:00 AM PST Saturday  7 March 2026,10h00 AM HNP samedi  7 mars 2026,1.97,,,False
Feature,AQ_OBS-JCMDB-20260307170000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307170000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T17:00:00Z,9:00 AM PST Saturday  7 March 2026,9h00 AM HNP samedi  7 mars 2026,1.83,,,False
Feature,AQ_OBS-JCMDB-20260307160000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307160000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T16:00:00Z,8:00 AM PST Saturday  7 March 2026,8h00 AM HNP samedi  7 mars 2026,1.67,,,False
Feature,AQ_OBS-JCMDB-20260307150000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307150000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T15:00:00Z,7:00 AM PST Saturday  7 March 2026,7h00 AM HNP samedi  7 mars 2026,1.52,,,False
Feature,AQ_OBS-JCMDB-20260307140000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307140000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T14:00:00Z,6:00 AM PST Saturday  7 March 2026,6h00 AM HNP samedi  7 mars 2026,1.51,,,False
Feature,AQ_OBS-JCMDB-20260307130000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307130000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T13:00:00Z,5:00 AM PST Saturday  7 March 2026,5h00 AM HNP samedi  7 mars 2026,1.61,,,False
Feature,AQ_OBS-JCMDB-20260307120000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307120000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T12:00:00Z,4:00 AM PST Saturday  7 March 2026,4h00 AM HNP samedi  7 mars 2026,1.65,,,False
Feature,AQ_OBS-JCMDB-20260307110000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307110000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T11:00:00Z,3:00 AM PST Saturday  7 March 2026,3h00 AM HNP samedi  7 mars 2026,1.62,,,False
Feature,AQ_OBS-JCMDB-20260307100000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307100000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T10:00:00Z,2:00 AM PST Saturday  7 March 2026,2h00 AM HNP samedi  7 mars 2026,1.57,,,False
Feature,AQ_OBS-JCMDB-20260307090000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307090000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T09:00:00Z,1:00 AM PST Saturday  7 March 2026,1h00 AM HNP samedi  7 mars 2026,1.46,,,False
Feature,AQ_OBS-JCMDB-20260307080000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307080000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T08:00:00Z,12:00 AM PST Saturday  7 March 2026,12h00 AM HNP samedi  7 mars 2026,1.48,,,False
Feature,AQ_OBS-JCMDB-20260307060000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307060000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T06:00:00Z,10:00 PM PST Friday  6 March 2026,10h00 PM HNP vendredi  6 mars 2026,1.53,,,False
Feature,AQ_OBS-JCMDB-20260307050000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307050000,AQHI-Observation,amendment,Kitimat,Kitimat,JCMDB,2026-03-07T05:00:00Z,9:00 PM PST Friday  6 March 2026,9h00 PM HNP vendredi  6 mars 2026,1.62,,,False
Feature,AQ_OBS-JCMDB-20260307040000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307040000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T04:00:00Z,8:00 PM PST Friday  6 March 2026,8h00 PM HNP vendredi  6 mars 2026,1.61,,,False
Feature,AQ_OBS-JCMDB-20260307030000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307030000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T03:00:00Z,7:00 PM PST Friday  6 March 2026,7h00 PM HNP vendredi  6 mars 2026,1.57,,,False
Feature,AQ_OBS-JCMDB-20260307020000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307020000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T02:00:00Z,6:00 PM PST Friday  6 March 2026,6h00 PM HNP vendredi  6 mars 2026,1.56,,,False
Feature,AQ_OBS-JCMDB-20260307010000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307010000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T01:00:00Z,5:00 PM PST Friday  6 March 2026,5h00 PM HNP vendredi  6 mars 2026,1.59,,,False
Feature,AQ_OBS-JCMDB-20260307000000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307000000,AQHI-Observation,amendment,Kitimat,Kitimat,JCMDB,2026-03-07T00:00:00Z,4:00 PM PST Friday  6 March 2026,4h00 PM HNP vendredi  6 mars 2026,1.52,,,False
Feature,AQ_OBS-JCMDB-20260307070000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307070000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T07:00:00Z,11:00 PM PST Friday  6 March 2026,11h00 PM HNP vendredi  6 mars 2026,1.53,,,False
Feature,AQ_OBS-JCMDB-20260307210000,Point,"[-128.652222, 54.053333]",AQ_OBS-JCMDB-20260307210000,AQHI-Observation,original,Kitimat,Kitimat,JCMDB,2026-03-07T21:00:00Z,1:00 PM PST Saturday  7 March 2026,1h00 PM HNP samedi  7 mars 2026,2.12,,,False
Feature,AQ_OBS-JBOAP-20260307230000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307230000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T23:00:00Z,3:00 PM PST Saturday  7 March 2026,3h00 PM HNP samedi  7 mars 2026,1.77,,,False
Feature,AQ_OBS-JBOAP-20260307220000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307220000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T22:00:00Z,2:00 PM PST Saturday  7 March 2026,2h00 PM HNP samedi  7 mars 2026,1.58,,,False
Feature,AQ_OBS-JBOAP-20260307210000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307210000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T21:00:00Z,1:00 PM PST Saturday  7 March 2026,1h00 PM HNP samedi  7 mars 2026,1.48,,,False
Feature,AQ_OBS-JBOAP-20260307200000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307200000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T20:00:00Z,12:00 PM PST Saturday  7 March 2026,12h00 PM HNP samedi  7 mars 2026,1.45,,,False
Feature,AQ_OBS-JBOAP-20260307190000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307190000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T19:00:00Z,11:00 AM PST Saturday  7 March 2026,11h00 AM HNP samedi  7 mars 2026,1.41,,,False
Feature,AQ_OBS-JBOAP-20260307180000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307180000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T18:00:00Z,10:00 AM PST Saturday  7 March 2026,10h00 AM HNP samedi  7 mars 2026,1.37,,,False
Feature,AQ_OBS-JBOAP-20260307170000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307170000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T17:00:00Z,9:00 AM PST Saturday  7 March 2026,9h00 AM HNP samedi  7 mars 2026,1.38,,,False
Feature,AQ_OBS-JBOAP-20260307150000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307150000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T15:00:00Z,7:00 AM PST Saturday  7 March 2026,7h00 AM HNP samedi  7 mars 2026,1.38,,,False
Feature,AQ_OBS-JBOAP-20260307140000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307140000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T14:00:00Z,6:00 AM PST Saturday  7 March 2026,6h00 AM HNP samedi  7 mars 2026,1.37,,,False
Feature,AQ_OBS-JBOAP-20260307130000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307130000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T13:00:00Z,5:00 AM PST Saturday  7 March 2026,5h00 AM HNP samedi  7 mars 2026,1.39,,,False
Feature,AQ_OBS-JBOAP-20260307120000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307120000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T12:00:00Z,4:00 AM PST Saturday  7 March 2026,4h00 AM HNP samedi  7 mars 2026,1.42,,,False
Feature,AQ_OBS-JBOAP-20260307110000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307110000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T11:00:00Z,3:00 AM PST Saturday  7 March 2026,3h00 AM HNP samedi  7 mars 2026,1.53,,,False
Feature,AQ_OBS-JBOAP-20260307100000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307100000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T10:00:00Z,2:00 AM PST Saturday  7 March 2026,2h00 AM HNP samedi  7 mars 2026,1.64,,,False
Feature,AQ_OBS-JBOAP-20260307090000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307090000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T09:00:00Z,1:00 AM PST Saturday  7 March 2026,1h00 AM HNP samedi  7 mars 2026,1.78,,,False
Feature,AQ_OBS-JBOAP-20260307080000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307080000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T08:00:00Z,12:00 AM PST Saturday  7 March 2026,12h00 AM HNP samedi  7 mars 2026,1.86,,,False
Feature,AQ_OBS-JBOAP-20260307070000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307070000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T07:00:00Z,11:00 PM PST Friday  6 March 2026,11h00 PM HNP vendredi  6 mars 2026,1.93,,,False
Feature,AQ_OBS-JBOAP-20260307060000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307060000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T06:00:00Z,10:00 PM PST Friday  6 March 2026,10h00 PM HNP vendredi  6 mars 2026,2.01,,,False
Feature,AQ_OBS-JBOAP-20260307050000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307050000,AQHI-Observation,amendment,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T05:00:00Z,9:00 PM PST Friday  6 March 2026,9h00 PM HNP vendredi  6 mars 2026,2.07,,,False
Feature,AQ_OBS-JBOAP-20260307040000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307040000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T04:00:00Z,8:00 PM PST Friday  6 March 2026,8h00 PM HNP vendredi  6 mars 2026,2.08,,,False
Feature,AQ_OBS-JBOAP-20260307020000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307020000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T02:00:00Z,6:00 PM PST Friday  6 March 2026,6h00 PM HNP vendredi  6 mars 2026,2.32,,,False
Feature,AQ_OBS-JBOAP-20260307010000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307010000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T01:00:00Z,5:00 PM PST Friday  6 March 2026,5h00 PM HNP vendredi  6 mars 2026,2.42,,,False
Feature,AQ_OBS-JBOAP-20260307000000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307000000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T00:00:00Z,4:00 PM PST Friday  6 March 2026,4h00 PM HNP vendredi  6 mars 2026,2.41,,,False
Feature,AQ_OBS-JBOAP-20260307030000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307030000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T03:00:00Z,7:00 PM PST Friday  6 March 2026,7h00 PM HNP vendredi  6 mars 2026,2.2,,,False
Feature,AQ_OBS-JBOAP-20260307160000,Point,"[-119.266666666667, 50.2583333333333]",AQ_OBS-JBOAP-20260307160000,AQHI-Observation,original,North Okanagan,Okanagan - nord,JBOAP,2026-03-07T16:00:00Z,8:00 AM PST Saturday  7 March 2026,8h00 AM HNP samedi  7 mars 2026,1.36,,,False
Feature,AQ_OBS-JCAAC-20260307230000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307230000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T23:00:00Z,3:00 PM PST Saturday  7 March 2026,3h00 PM HNP samedi  7 mars 2026,1.36,,,False
Feature,AQ_OBS-JCAAC-20260307220000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307220000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T22:00:00Z,2:00 PM PST Saturday  7 March 2026,2h00 PM HNP samedi  7 mars 2026,1.34,,,False
Feature,AQ_OBS-JCAAC-20260307210000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307210000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T21:00:00Z,1:00 PM PST Saturday  7 March 2026,1h00 PM HNP samedi  7 mars 2026,1.31,,,False
Feature,AQ_OBS-JCAAC-20260307200000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307200000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T20:00:00Z,12:00 PM PST Saturday  7 March 2026,12h00 PM HNP samedi  7 mars 2026,1.28,,,False
Feature,AQ_OBS-JCAAC-20260307190000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307190000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T19:00:00Z,11:00 AM PST Saturday  7 March 2026,11h00 AM HNP samedi  7 mars 2026,1.25,,,False
Feature,AQ_OBS-JCAAC-20260307180000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307180000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T18:00:00Z,10:00 AM PST Saturday  7 March 2026,10h00 AM HNP samedi  7 mars 2026,1.21,,,False
Feature,AQ_OBS-JCAAC-20260307170000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307170000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T17:00:00Z,9:00 AM PST Saturday  7 March 2026,9h00 AM HNP samedi  7 mars 2026,1.14,,,False
Feature,AQ_OBS-JCAAC-20260307160000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307160000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T16:00:00Z,8:00 AM PST Saturday  7 March 2026,8h00 AM HNP samedi  7 mars 2026,1.13,,,False
Feature,AQ_OBS-JCAAC-20260307150000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307150000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T15:00:00Z,7:00 AM PST Saturday  7 March 2026,7h00 AM HNP samedi  7 mars 2026,1.16,,,False
Feature,AQ_OBS-JCAAC-20260307140000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307140000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T14:00:00Z,6:00 AM PST Saturday  7 March 2026,6h00 AM HNP samedi  7 mars 2026,1.27,,,False
Feature,AQ_OBS-JCAAC-20260307130000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307130000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T13:00:00Z,5:00 AM PST Saturday  7 March 2026,5h00 AM HNP samedi  7 mars 2026,1.41,,,False
Feature,AQ_OBS-JCAAC-20260307120000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307120000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T12:00:00Z,4:00 AM PST Saturday  7 March 2026,4h00 AM HNP samedi  7 mars 2026,2.0,,,False
Feature,AQ_OBS-JCAAC-20260307110000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307110000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T11:00:00Z,3:00 AM PST Saturday  7 March 2026,3h00 AM HNP samedi  7 mars 2026,2.0,,,False
Feature,AQ_OBS-JCAAC-20260307100000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307100000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T10:00:00Z,2:00 AM PST Saturday  7 March 2026,2h00 AM HNP samedi  7 mars 2026,1.27,,,False
Feature,AQ_OBS-JCAAC-20260307090000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307090000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T09:00:00Z,1:00 AM PST Saturday  7 March 2026,1h00 AM HNP samedi  7 mars 2026,1.31,,,False
Feature,AQ_OBS-JCAAC-20260307080000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307080000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T08:00:00Z,12:00 AM PST Saturday  7 March 2026,12h00 AM HNP samedi  7 mars 2026,1.46,,,False
Feature,AQ_OBS-JCAAC-20260307070000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307070000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T07:00:00Z,11:00 PM PST Friday  6 March 2026,11h00 PM HNP vendredi  6 mars 2026,1.6,,,False
Feature,AQ_OBS-JCAAC-20260307060000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307060000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T06:00:00Z,10:00 PM PST Friday  6 March 2026,10h00 PM HNP vendredi  6 mars 2026,1.77,,,False
Feature,AQ_OBS-JCAAC-20260307050000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307050000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T05:00:00Z,9:00 PM PST Friday  6 March 2026,9h00 PM HNP vendredi  6 mars 2026,1.75,,,False
Feature,AQ_OBS-JCAAC-20260307040000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307040000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T04:00:00Z,8:00 PM PST Friday  6 March 2026,8h00 PM HNP vendredi  6 mars 2026,1.79,,,False
Feature,AQ_OBS-JCAAC-20260307030000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307030000,AQHI-Observation,amendment,Castlegar,Castlegar,JCAAC,2026-03-07T03:00:00Z,7:00 PM PST Friday  6 March 2026,7h00 PM HNP vendredi  6 mars 2026,1.86,,,False
Feature,AQ_OBS-JCAAC-20260307020000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307020000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T02:00:00Z,6:00 PM PST Friday  6 March 2026,6h00 PM HNP vendredi  6 mars 2026,1.86,,,False
Feature,AQ_OBS-JCAAC-20260307010000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307010000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T01:00:00Z,5:00 PM PST Friday  6 March 2026,5h00 PM HNP vendredi  6 mars 2026,1.84,,,False
Feature,AQ_OBS-JCAAC-20260307000000,Point,"[-117.666667, 49.324722]",AQ_OBS-JCAAC-20260307000000,AQHI-Observation,original,Castlegar,Castlegar,JCAAC,2026-03-07T00:00:00Z,4:00 PM PST Friday  6 March 2026,4h00 PM HNP vendredi  6 mars 2026,1.81,,,False
Feature,AQ_OBS-JBXCK-20260307230000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307230000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T23:00:00Z,3:00 PM PST Saturday  7 March 2026,3h00 PM HNP samedi  7 mars 2026,1.98,,,False
Feature,AQ_OBS-JBXCK-20260307220000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307220000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T22:00:00Z,2:00 PM PST Saturday  7 March 2026,2h00 PM HNP samedi  7 mars 2026,1.99,,,False
Feature,AQ_OBS-JBXCK-20260307210000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307210000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T21:00:00Z,1:00 PM PST Saturday  7 March 2026,1h00 PM HNP samedi  7 mars 2026,2.0,,,False
Feature,AQ_OBS-JBXCK-20260307200000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307200000,AQHI-Observation,amendment,Terrace,Terrace,JBXCK,2026-03-07T20:00:00Z,12:00 PM PST Saturday  7 March 2026,12h00 PM HNP samedi  7 mars 2026,2.18,,,False
Feature,AQ_OBS-JBXCK-20260307190000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307190000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T19:00:00Z,11:00 AM PST Saturday  7 March 2026,11h00 AM HNP samedi  7 mars 2026,2.13,,,False
Feature,AQ_OBS-JBXCK-20260307180000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307180000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T18:00:00Z,10:00 AM PST Saturday  7 March 2026,10h00 AM HNP samedi  7 mars 2026,2.0,,,False
Feature,AQ_OBS-JBXCK-20260307170000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307170000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T17:00:00Z,9:00 AM PST Saturday  7 March 2026,9h00 AM HNP samedi  7 mars 2026,1.56,,,False
Feature,AQ_OBS-JBXCK-20260307160000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307160000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T16:00:00Z,8:00 AM PST Saturday  7 March 2026,8h00 AM HNP samedi  7 mars 2026,1.46,,,False
Feature,AQ_OBS-JBXCK-20260307150000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307150000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T15:00:00Z,7:00 AM PST Saturday  7 March 2026,7h00 AM HNP samedi  7 mars 2026,1.52,,,False
Feature,AQ_OBS-JBXCK-20260307140000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307140000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T14:00:00Z,6:00 AM PST Saturday  7 March 2026,6h00 AM HNP samedi  7 mars 2026,1.63,,,False
Feature,AQ_OBS-JBXCK-20260307130000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307130000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T13:00:00Z,5:00 AM PST Saturday  7 March 2026,5h00 AM HNP samedi  7 mars 2026,1.74,,,False
Feature,AQ_OBS-JBXCK-20260307120000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307120000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T12:00:00Z,4:00 AM PST Saturday  7 March 2026,4h00 AM HNP samedi  7 mars 2026,1.72,,,False
Feature,AQ_OBS-JBXCK-20260307110000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307110000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T11:00:00Z,3:00 AM PST Saturday  7 March 2026,3h00 AM HNP samedi  7 mars 2026,1.72,,,False
Feature,AQ_OBS-JBXCK-20260307100000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307100000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T10:00:00Z,2:00 AM PST Saturday  7 March 2026,2h00 AM HNP samedi  7 mars 2026,1.65,,,False
Feature,AQ_OBS-JBXCK-20260307090000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307090000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T09:00:00Z,1:00 AM PST Saturday  7 March 2026,1h00 AM HNP samedi  7 mars 2026,1.64,,,False
Feature,AQ_OBS-JBXCK-20260307080000,Point,"[-128.599722, 54.516389]",AQ_OBS-JBXCK-20260307080000,AQHI-Observation,original,Terrace,Terrace,JBXCK,2026-03-07T08:00:00Z,12:00 AM PST Saturday  7 March 2026,12h00 AM HNP samedi  7 mars 2026,1.54,,,False
